cid,title,body,summary,language,cdate,mdate,uid,status,weight,key_id,type,product_type,collection,craft,gift,url_key,thumbnail
20408,DA TIAN DI <br> TEA TABLE (ZITAN),"The SHANG XIA Da Tian Di collection is a reinvention of tea furniture, combining the tea tray and table in a single item. Made from Zitan wood, in a spare and classic form, providing elegance and utility. Reversing the traditional Ming furniture concept, of a rounded exterior and square center, the Da Tian Di collection presents a square exterior and round interior in a modern take on a classic aesthetic. Opening the table top reveals the tray and electric kettle. The process of construction requires at least 2,000 labor hours for each item, including hand crafted joints and polishing to provide a sliken glossy luster. The tray itself is make of Duan inkstone, one of the four most precious types of inkstone prized since antiquity and increasingly harder to find. The custom-made Da Tian Di collection of tea furniture casts a mantle of meditation across the reception space. It is for those who understand tea, who take the time to sit and savor their tea, and who receive guests with their finest tea.",,en,2014-09-09 23:40:19,2014-09-22 21:37:29,,1,146,,product,3,20332,20316,,da-tian-di-tea-table-zitan-,http://http://sxhtml.local/./upload/b925526c134bb6b61d4e6ebbd43581b1.jpg
20413,BRIDGE,"Entertaining at home provides a relaxed environment bringing people together around the heart of tea and the home. Whether the tea pot, the tea set or the set of vases are cosseted in bamboo weaving or purely in ceramic, the collection through the shape of its traditional bridge-shaped handles connects each of us to the warmth of hospitality and friends. The bamboo, is expertly shaved into strands of less than 0.5 mm and woven around the ceramic ware.

The gong fu tea set, a set of mini tea cups to inhale the fragrance of tea and savor the flavor of tea, is fired in fine porcelain, each piece carefully glazed in translucent white. 

The general tea set and trio of vases, are each expertly finished with hand carved thin bamboo strips woven in mesh. It takes days to completely weave one teapot. The bamboo weave also helps to ensure the tea remains warm.",,en,2014-09-09 23:40:20,2014-09-22 21:37:29,,1,146,,product,5,20332,20315,0,bridge,http://http://sxhtml.local/./upload/3d5a58641ec6ed7122e919890fa73cd6.jpg
20418,ECHO - BAMBOO KNOT,"Echo Bamboo Knot collection resonates and reverberates within the boundless universe.  This special collection remains the thin, fine eggshell look exteriorly, but hand painted with classical bamboo knot pattern interiorly.  With identical signature from the craft master, the Echo Bamboo Knot eggshell porcelain bowl embraces excellence and uniqueness. The fine craftsmanship is shown through the translucent porcelain with bamboo shadows under natural light. 

Eggshell porcelain wares are witness to the skill and craftsmanship of the master’s hands. In the purity and translucency of the white, the universe is mirrored, empty yet filled. ",,en,2014-09-09 23:40:20,2014-09-22 21:37:29,,1,146,,product,4,20332,0,,echo-bamboo-knot,http://http://sxhtml.local/./upload/6d1bdecff2cf03aeeedf9222274526ea.jpg
20429,CAREFREE,"Woven from cashmere and cotton, this men’s collection is both soft and comfortable. 

Woven from beginning to end in one continuous thread, it is an outstanding technical achievement, evenly finished with no seams. Inspired by Han dynasty costumes, the simple line, color and cross over tie, are the model of confidence and nature of traditional Chinese elegance.",,en,2014-09-09 23:40:22,2014-09-22 21:37:29,,1,146,,product,1,20332,0,,carefree,http://http://sxhtml.local/./upload/2d21b90a656aa307d33d73593e5197d0.jpg
20435,GARDEN,"The SHANG XIA Garden collection includes pendants of Zitan, white jade, agate, gold, silver – and, of course, original Taihu Rock, prized over the ages for representing wisdom and immortality. They twist and turn, intriguing and wild, solid and hollow, a surprising form from every side and angle. The Zitan, jade, agate and Taihu Rock are hand selected and carved in a process taking up to 300 hours. The Garden collection brings the same sense of the contemplative meditation which inspired ancient philosophers and poets to a single tiny pendant to be worn over your heart, inspiring your soul.",,en,2014-09-09 23:40:23,2014-09-22 21:37:29,,1,146,,product,2,20332,0,,garden,http://http://sxhtml.local/./upload/86ee7fac1ecfb67a20851cd0d9a5f1d5.jpg
20338,DA TIAN DI <br> ROCKING CHAIR (WALNUT),"Tian Di encompasses heaven and earth. This collection of furniture is made of clean lines and soft arcs, generous and open in spirit, ready to contain both the heavens and the earth. The Da Tian Di rocking chair applies this clean design concept to traditional Ming furniture, bringing it up to date with modern living. Walnut has a smooth, bright grain, like a tracery of inlaid gold, gleaming in the rich, dark wood. The SHANG XIA craftsmen spent over a year discovering the best way to join braided leather to the walnut frame. Special craft techniques make the wood stronger and longer-lasting, providing gentle support to the whole body, and revealing the deep craft that goes into the making of the chair. The process of construction, from the handling of the walnut timber through to the joinery, polishing and the selection and braiding of the leather requires nearly five months for each chair.  Every step in the construction of a Da Tian Di rocking chair must be performed with the highest precision. The result is a perfectly balanced chair: the lightest of breezes will start a gentle rocking. Take a moment to gently rock your cares away leaving a person, you, living a moment of peace in your own free space between heaven and earth.",,en,2014-09-09 23:40:09,2014-09-22 21:37:29,,1,145,,product,3,20330,20316,,da-tian-di-rocking-chair-walnut-,http://http://sxhtml.local/./upload/288712a994410da19d4196949ed0fef3.jpg
20362,JOY,"The SHANG XIA Joy collection is made from the finest Mongolian cashmere. Cut to resemble the Qipao and Chinese blouse, this collection is actually designed using the most modern tailoring technology. The trim, collar, placket and knot work buttons are machine sewed to the highest standard. The plain collection is knitted using the distinctive rice stitch while the knot work button crochet is hand stitched. The design of the Joy collection is playful, and evokes, all is illusion, and the only important thing is your personal enlightenment. This ladies’ collection provides the grace of the Qipao in the softness of woven cashmere. Easy to wear, these items will be your first call for warmth during winter.",,en,2014-09-09 23:40:12,2014-09-22 21:37:29,,1,145,,product,1,20330,0,1,joy,http://http://sxhtml.local/./upload/378b0e9445448b70429a42d92a7768d9.jpg
20364,ESSENCE,"Using the finest natural materials, the Essence series presents jewellery in the Eastern idiom: warm, smooth and elegant, evolved from centuries of Chinese craftsmanship. SHANG XIA has revived an art form of the imperial house - filigree inlay. Gold threads and diamonds are inset into fine Zitan wood. The wood is polished, the design is scored in and then the gold filigree is carefully inlaid into the surface. These two contrasting materials seamlessly crafted together as if nature had formed them that way. The collision of textures creates an “other worldly” luminance. The passage of time is marked clearly in the grain of the wood giving the Essence series the weight of wisdom accumulated over years of life. Warmed by the neck of the wearer, Essence exudes a quiet, perfumed grace.",,en,2014-09-09 23:40:13,2014-09-22 21:37:29,,1,145,,product,2,20330,0,1,essence,http://http://sxhtml.local/./upload/224d161f418a2e7704460f863b7a52fb.jpg
20369,DA TIAN DI (ZITAN),"The collection embodies the concept of heaven and earth, where the original concept of rounded exterior lines and straight interior lines is now transformed to exterior lines that are straight and upright shielding one from the soft round curves of the interior lines. 

The Da Tian Di collection is based on traditional Ming furniture construction principles, where each piece, is deftly hand crafted by a master craftsman. 

The mortise and tenons of each element are skillfully fitted and hidden away allowing one to appreciate the pure beauty of the color, pattern and finish of the polished rare zitan wood surface. 

Each piece of furniture is ergonomically designed. The wood is also treated to prevent warping and distortion. ",,en,2014-09-09 23:40:13,2014-09-22 21:37:29,,1,145,,product,3,20333,20316,1,da-tian-di-zitan-,http://http://sxhtml.local/./upload/3e572f843806da2f843a42d89182a81a.jpg
20374,BRIDGE,"Entertaining at home provides a relaxed environment bringing people together around the heart of tea and the home. Whether the tea pot, the tea set or the set of vases are cosseted in bamboo weaving or purely in ceramic, the collection through the shape of its traditional bridge-shaped handles connects each of us to the warmth of hospitality and friends. The bamboo, is expertly shaved into strands of less than 0.5 mm and woven around the ceramic ware.

The gong fu tea set, a set of mini tea cups to inhale the fragrance of tea and savor the flavor of tea, is fired in fine porcelain, each piece carefully glazed in translucent white. 

The silver-plated tea set and trio of vases, are each expertly plated with silver and finished with hand carved thin bamboo strips woven in mesh. It takes days to completely weave one teapot. The bamboo weave also helps to ensure the tea remains warm.",,en,2014-09-09 23:40:14,2014-09-22 21:37:29,,1,145,,product,5,20333,20315,,bridge-3,http://http://sxhtml.local/./upload/b81dda333515237b08bc30102783a67c.jpg
20375,FOR HAPPINESS,"Inspired from sacred vessels used in imperial offerings, the contemporary lacquer vases and candleholders, a set of four, provide the ideal accent “For Happiness”. 

According to long traditions in China, “four happiness-es” represent the four happy times in life: marriage, academic achievement, friendship, and fortune. The soft patina of the lacquer exudes warmth and comfort of home.",,en,2014-09-09 23:40:14,2014-09-22 21:37:29,,1,145,,product,4,20333,0,,for-happiness,http://http://sxhtml.local/./upload/44c837d4edbf22f6be0d6d2c5f695ce6.jpg
20384,BAMBOO KNOT,"Bamboo takes a special place in the heart of Chinese people. From ancient times, Chinese people have appreciated, loved and painted bamboo. Bamboo is frequently used in daily life in China. 

This collection, of 1 meter square scarves is made from fine Inner Mongolian cashmere woven with 50% silk threads. Bamboo patterns are printed on the soft and luxurious material.",,en,2014-09-09 23:40:16,2014-09-22 21:37:29,,1,145,,product,1,20333,0,0,bamboo-knot,http://http://sxhtml.local/./upload/ef917470aa9ed5303f8d78096b6b3ca2.jpg
20402,FUQI,"This collection of jewelry symbolizes the refinement and pursuit of unusual collectible baubles. In ancient times, literati used various shaped water pots on the scholars desk to add water to the ink for painting. Each of the 4 items in the fuqi (wealth) series is a mini teapot and each imparts good fortune.  

Longevity: Similar in shape to the shell of a tortoise, the tortoise shell symbolizes longevity
Happiness: Similar in shape to a floral bloom, the overlapping petals symbolize unending happiness. 
Joy: Round in shape, the uninterrupted sides symbolize fullness in life and joy
Luck: May the teapot always be filled with auspiciousness and unending luck.",,en,2014-09-09 23:40:18,2014-09-22 21:37:29,,1,145,,product,2,20333,0,1,fuqi,http://http://sxhtml.local/./upload/ce63ab3112ba7e8caed518de1d17856e.jpg
20409,DA TIAN DI <br> ROCKING CHAIR,"“Rocking in heaven and earth, words no more.”

Tian Di encompasses the heavens and the earth. This collection of furniture is made up of clean lines and soft arcs, generous and open in spirit, as if ready to contain heaven and earth within itself. The Da Tian Di rocking chair brings clean lines to traditional Ming furniture, bringing it into a modern living context whilst revealing the extensive craftsmanship that goes into its construction. The SHANG XIA master carpenters have experimented with dozens of forms to find the perfect line and arc. The solid Zitan frame and seat of finest woven rattan provide gentle support to the whole body. Special techniques make the wood stronger and longer-lasting. The process of construction, from the handling of the Zitan timber through to the joinery and polishing, requires a full 5,000 hours work for every chair, and every step in the process must be done with have needlepoint precision. The result is a masterpiece of detail and sensitivity. Even the slightest breeze, breath, or the beating of your heart will set off a sympathetic, dreamy rocking. Take a moment out of your schedule; feel calm and comfort in your own space between the heavens and the earth.",,en,2014-09-09 23:40:19,2014-09-22 21:37:29,,1,145,,product,3,20332,20316,,da-tian-di-rocking-chair,http://http://sxhtml.local/./upload/7ef0236f0bfc09f785cff1604c15985f.jpg
20411,SHAN SHUI,"The SHANG XIA Shan Shui collection is carved by hand from flawless raw agate into delicate round bowls, presented on a tray of Zitan. With your choice of moss or smoky agate, each bowl is carved and polished from a single piece of agate, requiring over 80 hours of patient labor. With its natural finish, each item in the Shan Shui series has its own pattern, like the brush strokes of a great calligrapher, turning each piece into a unique landscape. When sipping from Shan Shui vessels, even the purest of water seems intoxicating.  ",,en,2014-09-09 23:40:19,2014-09-22 21:37:29,,1,145,,product,5,20332,0,,shan-shui,http://http://sxhtml.local/./upload/86045d57c5fdcccb1f4f69d729adf869.jpg
20426,YUN QIU,"In ancient China, “Yun Qiu” was the softest of furs, and was often used to refer to the emperor who would wear fur when touring his empire. The Yun Qiu collection of gilet jackets are formed from four symmetrical fur panels. The delicate design and tailoring allow these jackets to mold to the body of the wearer whilst remaining generous and comfortable. This collection presents differently in Ovis Aries leather or Orylag, can be worn both sides for matching outfits. The broad arm holes and high back vent give the jacket freedom and mobility. To produce each special gilet, the craftsmen spend over 280 hours in cutting, trimming and sewing. Even in the coldest of weather, simply slip this jacket on as a coat, and you are prepared for anything, poised, elegant and free.",,en,2014-09-09 23:40:22,2014-09-22 21:37:29,,1,145,,product,1,20332,0,,yun-qiu,http://http://sxhtml.local/./upload/bcadd29f149206e41a578c47ac50255a.jpg
20441,SEAL,"As China unified in centuries past, the seal came to symbolize not only the unity of power and spirit but of one’s own personal signature and style. Using the concept of “shang” (up) and “xia” (down) in a contemporary interpretation of the seal, this collection of earrings, cufflinks, and bracelets embodies the spirit of unity, royalty and one’s unique personality.",,en,2014-09-09 23:40:24,2014-09-22 22:26:42,,1,145,,product,2,20332,0,0,seal,http://http://sxhtml.local/./upload/c4ceb1808f630046281bcfb151c56801.jpg
20343,DRAGON CLOUD <br /> GILDED BAMBOO WOVEN PORCELAIN TEA,"The dragon represents the traditional spirit of China. Its imperial splendor finds a modern expression in the SHANG XIA Dragon Cloud series: the pattern is inspired by the traditional dragon-scale motif, and its form and design animated by those soaring mythical beasts. Writhing over one another, their fierce majesty promises good fortune. The bamboo covered porcelain tea set consists of four cups with saucers and one teapot on a Zitan wood tray. It is a limited edition, with only 8 sets in existence. Evolving from the classic dragon-handled teacup, the two dragon handles on each cup have been stylized into a vivid modern arc form. Every piece in the Dragon Cloud set is created using the finest handcraft techniques. The bamboo fibers are less than half a millimeter in width, and are gilded in five layers of 18k gold dust with minute accuracy, then tightly woven over white porcelain that has been fired at an extremely high temperature. The gilt covers every inch of the bamboo in a gleaming finish, so smooth and even that it seems an organic part of the material. With its pure gold crescent handle, the design is timeless. The Dragon Cloud set represents over 1,000 hours of painstaking work by master craftsman. It is a collector's item, but its elegance and textures may also be appreciated in the daily ritual of tea drinking. ",,en,2014-09-09 23:40:10,2014-09-22 21:37:29,,1,144,,product,5,20330,20315,,dragon-cloud-gilded-bamboo-woven-porcelain-tea,http://http://sxhtml.local/./upload/0220c9795401a9e2d68e04ef283a1a9d.jpg
20347,SHAN SHUI,"The SHANG XIA Shan Shui collection is carved by hand from flawless raw agate into delicate round bowls, presented on a tray of Zitan. With your choice of moss or smoky agate, each bowl is carved and polished from a single piece of agate, requiring over 80 hours of patient labor. With its natural finish, each item in the Shan Shui series has its own pattern, like the brush strokes of a great calligrapher, turning each piece into a unique landscape. When sipping from Shan Shui vessels, even the purest of water seems intoxicating.",,en,2014-09-09 23:40:10,2014-09-22 21:37:29,,1,144,,product,5,20330,0,1,shan-shui-3,http://http://sxhtml.local/./upload/924df6fb45698cd11f998de9d3ef35aa.jpg
20352,SHAN SHUI,"The SHANG XIA Shan Shui collection is carved by hand from flawless raw agate into delicate round bowls, presented on a tray of Zitan. With your choice of moss or smoky agate, each bowl is carved and polished from a single piece of agate, requiring over 80 hours of patient labor. With its natural finish, each item in the Shan Shui series has its own pattern, like the brush strokes of a great calligrapher, turning each piece into a unique landscape. When sipping from Shan Shui vessels, even the purest of water seems intoxicating.",,en,2014-09-09 23:40:11,2014-09-22 21:37:29,,1,144,,product,4,20330,0,1,shan-shui-2,http://http://sxhtml.local/./upload/6e317cf377e5eff9b8b37c80cba9433a.jpg
20355,SCULPTURE <br> CASHMERE SHAWL,"Created by expertly skilled master craftsmen, using similar techniques to those used when hand-felting fabric for Mongolian yurts, these sculpted garments are made in felt. Inspired by traditional Han dynasty clothing, this collection reflects the traditional elegance of Chinese style. Each garment is unique and sculpted into a seamless shape to create a 3-dimensional garment in felt of Mongolian cashmere. Wrapped in style, one will surely remain warm in winter.",,en,2014-09-09 23:40:11,2014-09-22 21:37:29,,1,144,,product,1,20330,20318,1,sculpture-cashmere-shawl,http://http://sxhtml.local/./upload/89aaefeedfed91152d9f08afcdbf7da7.jpg
20371,DA TIAN DI <br> MINI DIAN DI,"The miniature furniture embodies the delicate, yet strong line of Ming literati furniture where the purity of the wood and the line combine to form objects of warmth and beauty. 

The mini collection consists of a lounge chair, a chair, a tea table, a mini stool, a side table, a stool, a plant-stand and a 2-seater chair. 

Each miniature piece of furniture is a collectible work of art and delicately crafted. Each miniature is inspired by the visual baubles found within an imperial curio cabinet - a delight to ones imagination.",,en,2014-09-09 23:40:14,2014-09-22 21:37:29,,1,144,,product,3,20333,0,1,da-tian-di-mini-dian-di,http://http://sxhtml.local/./upload/8ae2f2ab9b1aca6445ecc36f019f6a4c.jpg
20379,Fuqi,"This collection of 6 miniature treasures, delicately crafted from traditional Chinese materials, symbolize the refinement and pursuit of unusual collectible baubles. Based on water pots used by scholars, where water continually drips, like fortune continually flowing, the miniature teapots are made from jade and agate and each is named individually; “Fortune”, “Wealth”, “Longevity”, “Happiness”, “Joy”, and “Luck”

Fortune: Similar in shape to an ancient granary, round and full, the teapot symbolizes a multitude of fortune.

Wealth: Similar in shape to ancient Chinese square coins, the full teapot represents overflowing wealth

Longevity: Similar in shape to the shell of a tortoise, the tortoise shell symbolizes longevity

Happiness: Similar in shape to a floral bloom, the overlapping petals symbolize unending happiness. 

Joy: Round in shape, the uninterrupted sides symbolize fullness in life and joy

Luck: May the teapot always be filled with auspiciousness and unending luck. ",,en,2014-09-09 23:40:15,2014-09-22 21:37:29,,1,144,,product,4,20333,0,,fuqi-1,http://http://sxhtml.local/./upload/bd39388e9d13bb46aeacad8f7020cce2.jpg
20392,BLOSSOM,"The Mongolian cashmere is hand pulled in Nepal and then hand woven into fabric. A traditional wooden loom is worked by hand, each warp thread is inserted into the loom, one by one. 

As it is hand woven, each fabric is unique and integrates natural inclusions into the fabric. The work is delicate and very time consuming and hence production is limited. The loom worker manually changes the direction of the thread hence creating wave like pleats in the upper garment, leaving the lower garment untouched - the garment opens up much like a flower bloom. 

The collection is in six colors.",,en,2014-09-09 23:40:17,2014-09-22 21:37:29,,1,144,,product,1,20333,0,0,blossom,http://http://sxhtml.local/./upload/40f092cae41ebd1ef258af72da565587.jpg
20405,VIEWS,"As in traditional courtyard homes, where windows are carved in poetic patterns which open a view out into the world, the View collection is inspired by these windows. The geometric patterns of the bracelets and picture frames symbolize the spirit of openness.",,en,2014-09-09 23:40:19,2014-09-22 21:37:29,,1,144,,product,2,20333,0,1,views,http://http://sxhtml.local/./upload/9d203382017a3b2a5b069f6fe8b738a5.jpg
20410,DA TIAN DI <br> MINI TIAN DI,"The collection embodies the concept of heaven and earth, where the original concept of rounded exterior lines and straight interior lines is now transformed to exterior lines that are straight and upright shielding one from the soft round curves of the interior lines. The Da Tian Di collection is based on traditional Ming furniture construction principles, where each piece, is deftly hand crafted by a master craftsman. The mortise and tenons of each element are skillfully fitted and hidden away allowing one to appreciate the pure beauty of the color, pattern and finish of the polished rare zitan wood surface. Each piece of furniture is ergonomically designed. The wood is also treated to prevent warping and distortion. ",,en,2014-09-09 23:40:19,2014-09-22 21:37:29,,1,144,,product,3,20332,0,1,da-tian-di-mini-tian-di,http://http://sxhtml.local/./upload/6bec07881900851f0c53491d38971b42.jpg
20414,IN HEART,"At the core of Chinese hospitality is the joy of savoring and enjoying tea. The essence of the tea ceremony is found in our “In Heart” series. Whether it is a tea service, a set of trays, a suite of candleholders, a tea pot or a group of bowls, elegance and simplicity of the uplifting lines in this collection brings a touch of warmth to the art of entertainment.

The tea set, made of fine porcelain, fired at above 1300 ℃, is perfectly glazed in white, to reveal a translucent body. Each unique tea pot cover is expertly carved from fine jade. The set includes polished metal saucers and a matching tray. 
 
The gong fu tea set, a set of mini tea cups to inhale the fragrance and savor the flavor of tea, is perfectly glazed in white, to reveal a translucent body.

The trio of fruit plates and candleholders, as well as the white-glazed, gold-plated, and silver-plated sets with upturned rims – they all reflect the uplifting spirit of the inner heart.",,en,2014-09-09 23:40:20,2014-09-22 21:37:29,,1,144,,product,5,20332,0,,in-heart,http://http://sxhtml.local/./upload/d114cf5388513a289535da1f26e2c837.jpg
20419,,"The SHANG XIA Shan Shui collection is carved by hand from flawless raw agate into delicate round bowls, presented on a tray of Zitan. With your choice of moss or smoky agate, each bowl is carved and polished from a single piece of agate, requiring over 80 hours of patient labor. With its natural finish, each item in the Shan Shui series has its own pattern, like the brush strokes of a great calligrapher, turning each piece into a unique landscape. When sipping from Shan Shui vessels, even the purest of water seems intoxicating.  ",,en,2014-09-09 23:40:21,2014-09-22 21:37:29,,1,144,,product,4,20332,0,,shan-shui-1,http://http://sxhtml.local/./upload/884420336f9c90272ed47b21b18015c1.jpg
20422,HIDDEN DRAGON,"Combining the warp yarn of silk with the weft yarn of cashmere wool, the unique craftsmanship that has gone into the fabric of these garments imbues them with texture and warmth. Each meter of this special cloth requires two days of work on a traditional hand loom by Nepali artisans. This collection is an extreme time-consuming labor of love taking the weaver at least 320 hours to complete and 2-3 kilograms of cashmere. The distinctive SHANG XIA buttons are also carved entirely by hand. Button up collar for a traditional Chinese style or leave it open for a relaxed Western lapel neck. With its subdued soft lines and sense of reserve, the Hidden Dragon embodies the essence of confidence and internalization.",,en,2014-09-09 23:40:21,2014-09-22 21:37:29,,1,144,,product,1,20332,0,,hidden-dragon,http://http://sxhtml.local/./upload/1b90398b6fa9ce55f1507d2d641d68b1.jpg
