cid,title,body,summary,language,cdate,mdate,uid,status,weight,key_id,type,product_type,collection,craft,gift,url_key,thumbnail
20373,BRIDGE,"Entertaining at home provides a relaxed environment bringing people together around the heart of tea and the home. Whether the tea pot, the tea set or the set of vases are cosseted in bamboo weaving or purely in ceramic, the collection through the shape of its traditional bridge-shaped handles connects each of us to the warmth of hospitality and friends. The bamboo, is expertly shaved into strands of less than 0.5 mm and woven around the ceramic ware.

The gong fu tea set, a set of mini tea cups to inhale the fragrance of tea and savor the flavor of tea, is fired in fine porcelain, each piece carefully glazed in translucent white. 

The silver-plated tea set and trio of vases, are each expertly plated with silver and finished with hand carved thin bamboo strips woven in mesh. It takes days to completely weave one teapot. The bamboo weave also helps to ensure the tea remains warm.",,en,2014-09-09 23:40:14,2014-09-22 21:37:29,,1,145,,product,5,20333,20315,0,bridge-1,http://http://sxhtml.local/./upload/4cfca09d66ce83776021b4e440fa8d3e.jpg
20951,Qiao,"Les pièces de ce service à thé sont agrémentées d’anses dont la forme évoque un pont. Cet élément décoratif et fonctionnel symbolise, à l’heure de la dégustation du thé, le lien qui unit famille et amis.

La collection « Qiao » propose un service permettant de préparer le thé suivant la méthode du « Gong Fu Cha ».

L’extrême finesse de la porcelaine blanche liée à son mode de cuisson est mise en lumière par son opposition au bambou. Lequel est savamment taillé en brins de moins de 0,5 mm d’épaisseur pour envelopper partiellement le corps de chaque pièce. Isolant, mais surtout élégant et raffiné, un tel tressage apporte une délicatesse unique à ce service.

La pièce la plus emblématique, la théière, nécessite à elle seule dix jours de travail.",,fr,2014-09-22 18:59:31,2014-09-22 23:55:30,,1,86,,product,5,20776,20779,,bridge-3,http://http://sxhtml.local/./upload/Heritage_emotion_Bridge_1.jpg
20958,Insouciance,"La collection « Insouciance » de SHANG XIA mêle cachemire et coton, douceur et confort. Chaque vêtement est fait d’une seule pièce d’étoffe, une remarquable prouesse technique permettant un aspect uniforme et sans coutures. La ligne simple, le coloris et la forme croisée, inspirés des costumes de la dynastie Han (206 av. J.-C.-220 apr. J.-C.), sont de parfaites illustrations de l’élégance chinoise classique. L’harmonie des couleurs et la superposition des matières confèrent une dimension esthétique particulière au vêtement.",,fr,2014-09-22 18:59:31,2014-09-22 23:55:40,,1,146,,product,1,20776,,,carefree-,http://http://sxhtml.local/./upload/heritage_emotion_Carefree_Bamboo_Knot_2.jpg
21004,Insouciance,"La collection « Insouciance » de SHANG XIA mêle cachemire et coton, douceur et confort. Chaque vêtement est fait d’une seule pièce d’étoffe, une remarquable prouesse technique permettant un aspect uniforme et sans coutures. La ligne simple, le coloris et la forme croisée, inspirés des costumes de la dynastie Han (206 av. J.-C.-220 apr. J.-C.), sont de parfaites illustrations de l’élégance chinoise classique. L’harmonie des couleurs et la superposition des matières confèrent une dimension esthétique particulière au vêtement.",,fr,2014-09-22 18:59:34,2014-09-22 23:55:40,,1,19,,product,1,20775,,,carefree-1,http://http://sxhtml.local/./upload/human_nature_Carefree.jpg
20957,Insouciance,"La collection « Insouciance » de SHANG XIA mêle cachemire et coton, douceur et confort. Chaque vêtement est fait d’une seule pièce d’étoffe, une remarquable prouesse technique permettant un aspect uniforme et sans coutures. La ligne simple, le coloris et la forme croisée, inspirés des costumes de la dynastie Han (206 av. J.-C.-220 apr. J.-C.), sont de parfaites illustrations de l’élégance chinoise classique. L’harmonie des couleurs et la superposition des matières confèrent une dimension esthétique particulière au vêtement.",,fr,2014-09-22 18:59:31,2014-09-22 23:55:41,,1,20,,product,1,20776,,,carefree-2,http://http://sxhtml.local/./upload/heritage_emotion_Carefree_Bamboo_Knot.jpg
20939,Insouciance,"La collection « Insouciance » de SHANG XIA mêle cachemire et coton, douceur et confort. Chaque vêtement est fait d’une seule pièce d’étoffe, une remarquable prouesse technique permettant un aspect uniforme et sans coutures. La ligne simple, le coloris et la forme croisée, inspirés des costumes de la dynastie Han (206 av. J.-C.-220 apr. J.-C.), sont de parfaites illustrations de l’élégance chinoise classique. L’harmonie des couleurs et la superposition des matières confèrent une dimension esthétique particulière au vêtement.",,fr,2014-09-22 18:59:30,2014-09-22 19:03:51,,1,10,,product,1,20774,,,carefree-3,http://http://sxhtml.local/./upload/In_Out_Carefree.jpg
20818,Da Tian Di  – fauteuil en zitan,"Tian Di encompasses the heavens and the earth. This collection of furniture is made up of clean lines and soft arcs, generous and open in spirit, ready to contain the heavens and the earth. The Da Tian Di armchair is a light evolution of the traditional Ming ""official's hat chair"". It reverses the traditional Ming furniture concept of a rounded exterior and square centre and presents a square exterior and round interior. The result is a more modern line, revealing the deep craft that goes into its construction. SHANG XIA has ingeniously combined the simplicity and elegance of Ming furniture with the Western lounge concept, giving this new official's hat chair a soft seat and back, making it a more user-friendly experience. The Zitan is paired with high quality braided leather cushions. Tanners expertly slice whole cowhides into long strips, just 3.8mm wide. They are woven in a style similar to k'o-ssu silk tapestry, strip over strip, each piece entirely handmade, for a textured, living, breathing finish. The construction of each chair takes six to nine months with each step in the process being performed with needlepoint precision. The result is a finely crafted modern heirloom with a timeless appeal.",,fr,2014-09-19 13:53:22,2014-09-22 23:55:32,,1,143,,product,3,20773,20777,,da-tian-di-armchair-zitan-,http://http://sxhtml.local/./upload/furniture/1.jpg
20918,Da Tian Di  – fauteuil en zitan,"Tian Di encompasses the heavens and the earth. This collection of furniture is made up of clean lines and soft arcs, generous and open in spirit, ready to contain the heavens and the earth. The Da Tian Di armchair is a light evolution of the traditional Ming ""official's hat chair"". It reverses the traditional Ming furniture concept of a rounded exterior and square centre and presents a square exterior and round interior. The result is a more modern line, revealing the deep craft that goes into its construction. SHANG XIA has ingeniously combined the simplicity and elegance of Ming furniture with the Western lounge concept, giving this new official's hat chair a soft seat and back, making it a more user-friendly experience. The Zitan is paired with high quality braided leather cushions. Tanners expertly slice whole cowhides into long strips, just 3.8mm wide. They are woven in a style similar to k'o-ssu silk tapestry, strip over strip, each piece entirely handmade, for a textured, living, breathing finish. The construction of each chair takes six to nine months with each step in the process being performed with needlepoint precision. The result is a finely crafted modern heirloom with a timeless appeal.",,fr,2014-09-22 18:59:29,2014-09-22 23:55:33,,1,87,,product,3,20774,20777,,da-tian-di-armchair-zitan--1,http://http://sxhtml.local/./upload/IN_OUT_Da_Tian_Di_Armchair.jpg
20919,Da Tian Di  – bureau en zitan,"La collection « Da Tian Di » se pare d’un meuble inspiré des bureaux montés sur tréteaux de la dynastie Ming (1368-1644) aux lignes modernisées. Aussi fonctionnel qu’élégant, il est réalisé en zitan, bois noble et solide. Ses proportions sont empreintes d'une harmonie majestueuse. La largeur du plateau égale exactement celle des chevalets de soutien, bien que les deux parties soient distinctes, de sorte que l'ensemble paraît en lévitation. Ceci afin de laisser le bois vivre, en fonction de la chaleur et de l’humidité ambiantes. De part et d’autre de l’assise, des tiroirs permettent de ranger accessoires de papeterie et documents précieux. Ce bureau invite son propriétaire à s’évader mentalement et l’aide à trouver l’inspiration avec ses plumes, ses encres, pour accéder à un univers intérieur sobre et paisible.",,fr,2014-09-22 18:59:29,2014-09-22 23:55:27,,1,146,,product,3,20774,20777,,da-tian-di-desk-zitan-,http://http://sxhtml.local/./upload/IN_OUT_Da_Tian_Di_Desk_Zitan_1.jpg
20920,Da Tian Di  – bureau en zitan,"La collection « Da Tian Di » se pare d’un meuble inspiré des bureaux montés sur tréteaux de la dynastie Ming (1368-1644) aux lignes modernisées. Aussi fonctionnel qu’élégant, il est réalisé en zitan, bois noble et solide. Ses proportions sont empreintes d'une harmonie majestueuse. La largeur du plateau égale exactement celle des chevalets de soutien, bien que les deux parties soient distinctes, de sorte que l'ensemble paraît en lévitation. Ceci afin de laisser le bois vivre, en fonction de la chaleur et de l’humidité ambiantes. De part et d’autre de l’assise, des tiroirs permettent de ranger accessoires de papeterie et documents précieux. Ce bureau invite son propriétaire à s’évader mentalement et l’aide à trouver l’inspiration avec ses plumes, ses encres, pour accéder à un univers intérieur sobre et paisible.",,fr,2014-09-22 18:59:29,2014-09-22 23:55:42,,1,1,,product,3,20774,20777,,da-tian-di-desk-zitan--1,http://http://sxhtml.local/./upload/IN_OUT_Da_Tian_Di_Desk_Zitan_2.jpg
20948,Da Tian Di – bois de hêtre laqué,"Réinterprétant le style du mobilier de la dynastie Ming (1368-1644), SHANG XIA a développé une collection de meubles contemporains aux lignes extérieures droites et aux courbes intérieures douces, baptisée « Da Tian Di », « Entre ciel et terre », en hommage à la générosité de ces deux entités.

Le maître artisan découpe toutes les pièces, puis les emboîte soigneusement une à une selon la technique classique d'assemblage à tenons et à mortaises, avant de polir avec minutie l’ensemble pour ne faire qu’un, d’une solidité extrême et d’une brillance particulière.

Cette technique est appliquée sur le bois de hêtre, enduit d’un vernis effet laqué, ce qui lui donne  cette couleur d’un rouge profond évoquant le mobilier chinois ancien.

Ces meubles, telles des œuvres d’art, ont un caractère unique qui défiera l’espace et le temps.",,fr,2014-09-22 18:59:31,2014-09-22 19:03:50,,1,146,,product,3,20776,,,da-tian-di-lacquer-,http://http://sxhtml.local/./upload/Heriatge_Emotion_Da_Tian_Di_Lacquer.jpg
20984,Da Tian Di – rocking-chair en zitan,"« Se balancer entre terre et ciel, tout simplement. »
Réinterprétant le style du mobilier de la dynastie Ming (1368-1644), SHANG XIA a développé une collection de meubles contemporains aux lignes extérieures droites et aux courbes intérieures douces, baptisée « Da Tian Di », « Entre ciel et terre », en hommage à la générosité de ces deux entités.

Le maître artisan découpe toutes les pièces, puis les emboîte soigneusement une à une selon la technique classique d’assemblage à tenons et à mortaises, avant de polir avec minutie l’ensemble pour ne faire qu’un, d’une solidité extrême et d’une brillance particulière. Leur finition soyeuse est le fruit de longues heures d’avivage manuel. 

Le rocking-chair « Da Tian Di » illustre le génie du design à la chinoise. Sa courbe parfaite résulte de nombreuses esquisses et de divers essais préparatoires. Sa solide charpente en zitan et la cambrure de son siège en cuir tressé offrent un confort absolu.

Chaque pièce requiert plus d’un an de travail. Le résultat est un chef-d’œuvre de détails et de finesse, aux jointures quasi invisibles. La plus douce des brises, un léger soupir, un simple battement de cœur, lanceront le balancement du rocking-chair, invitant celui qui y prend place à la rêverie. Une évasion hors du quotidien, entre paix de l'âme et bien-être, entre ciel et terre.",,fr,2014-09-22 18:59:33,2014-09-22 23:55:31,,1,144,,product,3,20775,20777,,da-tian-di-rocking-chair,http://http://sxhtml.local/./upload/human_nature_DaTianDi_Rocking_Chair.jpg
20917,Da Tian Di – rocking-chair en bois de noyer et cuir,"« Se balancer entre terre et ciel, tout simplement. »
Réinterprétant le style du mobilier de la dynastie Ming (1368-1644), SHANG XIA a développé une collection de meubles contemporains aux lignes extérieures droites et aux courbes intérieures douces, baptisée « Da Tian Di », « Entre ciel et terre », en hommage à la générosité de ces deux entités.

Le maître artisan découpe toutes les pièces, puis les emboîte soigneusement une à une selon la technique classique d’assemblage à tenons et à mortaises, avant de polir avec minutie l’ensemble pour ne faire qu’un, d’une solidité extrême et d’une brillance particulière. Leur finition soyeuse est le fruit de longues heures d’avivage manuel. 

Le rocking-chair « Da Tian Di » illustre le génie du design chinois. Sa courbe parfaite résulte de nombreuses esquisses et de divers essais préparatoires. Sa solide charpente en bois de noyer et la cambrure de son siège en cuir tressé offrent un confort absolu.

Chaque pièce requiert plus d’un an de travail. Le résultat est un chef-d’œuvre de détails et de finesse, aux jointures quasi invisibles. La plus douce des brises, un léger soupir, un simple battement de cœur, lanceront le balancement du rocking-chair, invitant celui qui y prend place à la rêverie. Une évasion hors du quotidien, entre paix de l'âme et bien-être, entre ciel et terre.
",,fr,2014-09-22 18:59:29,2014-09-22 23:55:30,,1,144,,product,3,20774,20777,,da-tian-di-rocking-chair-walnut-,http://http://sxhtml.local/./upload/IN_OUT_Da_Tian_Di_Rocking_Chair_Walnut.jpg
20819,Da Tian Di – table à thé en zitan,"Réinterprétant le style du mobilier de la dynastie Ming (1368-1644), SHANG XIA a développé une collection de meubles contemporains aux lignes extérieures droites et aux courbes intérieures douces, baptisée « Da Tian Di », « Entre ciel et terre », en hommage à la générosité de ces deux entités.

Le maître artisan découpe toutes les pièces, puis les emboîte soigneusement une à une selon la technique classique d’assemblage à tenons et à mortaises, avant de polir avec minutie l’ensemble pour ne faire qu’un, d’une solidité extrême et d’une brillance particulière. La finition soyeuse est le fruit de longues heures d’avivage manuel.

L’une des pièces les plus emblématiques de la collection est la table à thé, à la fois fonctionnelle et raffinée. Sa fabrication, dans sa version en zitan, nécessite des mois d’un travail délicat. Son plateau coulisse pour dévoiler une plaque chauffante conçue sur mesure et une pierre « Duan Yan » percée en son centre afin de permettre à l’eau de s’écouler. Cette pierre très recherchée est incrustée dans le meuble en vue de rendre hommage à celle originellement utilisée pour préparer l’encre des grands calligraphes.

La table à thé « Da Tian Di » est une pièce de mobilier d’une élégance rare, idéale dans le cadre d’une dégustation conviviale et paisible.",,fr,2014-09-19 13:53:22,2014-09-22 23:55:29,,1,145,,product,3,20773,20777,,da-tian-di-tea-table-zitan-,http://http://sxhtml.local/./upload/furniture/4.jpg
20983,Da Tian Di – table à thé en zitan,"Réinterprétant le style du mobilier de la dynastie Ming (1368-1644), SHANG XIA a développé une collection de meubles contemporains aux lignes extérieures droites et aux courbes intérieures douces, baptisée « Da Tian Di », « Entre ciel et terre », en hommage à la générosité de ces deux entités.

Le maître artisan découpe toutes les pièces, puis les emboîte soigneusement une à une selon la technique classique d’assemblage à tenons et à mortaises, avant de polir avec minutie l’ensemble pour ne faire qu’un, d’une solidité extrême et d’une brillance particulière. La finition soyeuse est le fruit de longues heures d’avivage manuel. 

L’une des pièces les plus emblématiques de la collection est la table à thé, à la fois fonctionnelle et raffinée. Sa fabrication, dans sa version en zitan, nécessite des mois d’un travail délicat. Son plateau coulisse pour dévoiler une plaque chauffante conçue sur mesure et une pierre « Duan Yan » percée en son centre afin de permettre à l’eau de s’écouler. Cette pierre très recherchée est incrustée dans le meuble en vue de rendre hommage à celle originellement utilisée pour préparer l’encre des grands calligraphes.

La table à thé « Da Tian Di » est une pièce de mobilier d’une élégance rare, idéale dans le cadre d’une dégustation conviviale et paisible.",,fr,2014-09-22 18:59:33,2014-09-22 23:55:38,,1,145,,product,3,20775,20777,,da-tian-di-tea-table-zitan--1,http://http://sxhtml.local/./upload/human_nature_DaTianDi_Tea_Table_Zitan.jpg
20987,Da Tian Di – table à thé en zitan,"Réinterprétant le style du mobilier de la dynastie Ming (1368-1644), SHANG XIA a développé une collection de meubles contemporains aux lignes extérieures droites et aux courbes intérieures douces, baptisée « Da Tian Di », « Entre ciel et terre », en hommage à la générosité de ces deux entités.

Le maître artisan découpe toutes les pièces, puis les emboîte soigneusement une à une selon la technique classique d’assemblage à tenons et à mortaises, avant de polir avec minutie l’ensemble pour ne faire qu’un, d’une solidité extrême et d’une brillance particulière. La finition soyeuse est le fruit de longues heures d’avivage manuel. 

L’une des pièces les plus emblématiques de la collection est la table à thé, à la fois fonctionnelle et raffinée. Sa fabrication, dans sa version en zitan, nécessite des mois d’un travail délicat. Son plateau coulisse pour dévoiler une plaque chauffante conçue sur mesure et une pierre « Duan Yan » percée en son centre afin de permettre à l’eau de s’écouler. Cette pierre très recherchée est incrustée dans le meuble en vue de rendre hommage à celle originellement utilisée pour préparer l’encre des grands calligraphes.

La table à thé « Da Tian Di » est une pièce de mobilier d’une élégance rare, idéale dans le cadre d’une dégustation conviviale et paisible.",,fr,2014-09-22 18:59:33,2014-09-22 23:55:42,,1,146,,product,5,20775,20777,,da-tian-di-tea-table-zitan--2,http://http://sxhtml.local/./upload/human_nature_DaTianDi_Tea_Table_Zitan.jpg
20921,Da Tian Di – table à thé en zitan,"Réinterprétant le style du mobilier de la dynastie Ming (1368-1644), SHANG XIA a développé une collection de meubles contemporains aux lignes extérieures droites et aux courbes intérieures douces, baptisée « Da Tian Di », « Entre ciel et terre », en hommage à la générosité de ces deux entités.

Le maître artisan découpe toutes les pièces, puis les emboîte soigneusement une à une selon la technique classique d’assemblage à tenons et à mortaises, avant de polir avec minutie l’ensemble pour ne faire qu’un, d’une solidité extrême et d’une brillance particulière. La finition soyeuse est le fruit de longues heures d’avivage manuel.

L’une des pièces les plus emblématiques de la collection est la table à thé, à la fois fonctionnelle et raffinée. Sa fabrication, dans sa version en zitan, nécessite des mois d’un travail délicat. Son plateau coulisse pour dévoiler une plaque chauffante conçue sur mesure et une pierre « Duan Yan » percée en son centre afin de permettre à l’eau de s’écouler. Cette pierre très recherchée est incrustée dans le meuble en vue de rendre hommage à celle originellement utilisée pour préparer l’encre des grands calligraphes.

La table à thé « Da Tian Di » est une pièce de mobilier d’une élégance rare, idéale dans le cadre d’une dégustation conviviale et paisible.",,fr,2014-09-22 18:59:29,2014-09-22 23:55:33,,1,40,,product,3,20774,20777,,da-tian-di-tea-table-zitan--3,http://http://sxhtml.local/./upload/IN_OUT_Da_Tian_Di_Tea_Table_zitan.jpg
20985,Da Tian Di – zitan,"Réinterprétant le style du mobilier de la dynastie Ming (1368-1644), SHANG XIA a développé une collection de meubles contemporains aux lignes extérieures droites et aux courbes intérieures douces, baptisée « Da Tian Di », « Entre ciel et terre », en hommage à la générosité de ces deux entités.

Le maître artisan découpe toutes les pièces, puis les emboîte soigneusement une à une selon la technique classique d'assemblage à tenons et à mortaises, avant de polir avec minutie l’ensemble pour ne faire qu’un, d’une solidité extrême et d’une brillance particulière. La finition soyeuse des meubles est le fruit de longues heures d’avivage manuel.

Cette technique est appliquée sur le zitan, bois sombre particulièrement noble et précieux apparenté au palissandre, nécessitant jusqu’à six mois de travail pour la réalisation de certaines pièces.

Ces meubles, telles des œuvres d’art, ont un caractère unique qui défiera l’espace et le temps.",,fr,2014-09-22 18:59:33,2014-09-22 23:55:30,,1,4,,product,3,20775,20777,,da-tian-di-zitan-,http://http://sxhtml.local/./upload/human_nature_datiandi_zitan.jpg
20946,Da Tian Di (Zitan),"Réinterprétant le style du mobilier de la dynastie Ming (1368-1644), SHANG XIA a développé une collection de meubles contemporains aux lignes extérieures droites et aux courbes intérieures douces, baptisée « Da Tian Di », « Entre ciel et terre », en hommage à la générosité de ces deux entités.

Le maître artisan découpe toutes les pièces, puis les emboîte soigneusement une à une selon la technique classique d'assemblage à tenons et à mortaises, avant de polir avec minutie l’ensemble pour ne faire qu’un, d’une solidité extrême et d’une brillance particulière. La finition soyeuse des meubles est le fruit de longues heures d’avivage manuel.
 
Cette technique est appliquée sur le zitan, bois sombre particulièrement noble et précieux apparenté au palissandre, nécessitant jusqu’à six mois de travail pour la réalisation de certaines pièces.

Ces meubles, telles des œuvres d’art, ont un caractère unique qui défiera l’espace et le temps.",,fr,2014-09-22 18:59:31,2014-09-22 23:55:41,,1,92,,product,3,20776,20777,,da-tian-di-zitan--1,http://http://sxhtml.local/./upload/Heriatge_Emotion_Da_Tian_Di_Zitan_1.jpg
20947,Da Tian Di (Zitan),"Réinterprétant le style du mobilier de la dynastie Ming (1368-1644), SHANG XIA a développé une collection de meubles contemporains aux lignes extérieures droites et aux courbes intérieures douces, baptisée « Da Tian Di », « Entre ciel et terre », en hommage à la générosité de ces deux entités.

Le maître artisan découpe toutes les pièces, puis les emboîte soigneusement une à une selon la technique classique d'assemblage à tenons et à mortaises, avant de polir avec minutie l’ensemble pour ne faire qu’un, d’une solidité extrême et d’une brillance particulière. La finition soyeuse des meubles est le fruit de longues heures d’avivage manuel.
 
Cette technique est appliquée sur le zitan, bois sombre particulièrement noble et précieux apparenté au palissandre, nécessitant jusqu’à six mois de travail pour la réalisation de certaines pièces.

Ces meubles, telles des œuvres d’art, ont un caractère unique qui défiera l’espace et le temps.",,fr,2014-09-22 18:59:31,2014-09-22 19:03:50,,1,145,,product,3,20776,20777,,da-tian-di-zitan--2,http://http://sxhtml.local/./upload/Heriatge_Emotion_Da_Tian_Di_Zitan_2.jpg
20811,Ding Tea Set,,,fr,2014-09-19 13:53:22,2014-09-22 23:55:33,,1,15,,product,5,20773,,,ding-tea-set,http://http://sxhtml.local/./upload/teaware/2.jpg
